MovieID,Title,IMDbRating,Plot,Director,Actors,Genre,Runtime,Released
1798,Hush,5.5,"Newlyweds move to the family thoroughbred horse ranch, where the husband's obsessive mother resolves to get rid of her new daughter-in-law.",Jonathan Darby,"Jessica Lange, Gwyneth Paltrow, Johnathon Schaech","Drama, Thriller",96 min,06 Mar 1998
1799,Suicide Kings,6.9,A group of youngsters kidnap a respected Mafia figure.,Peter O'Fallon,"Christopher Walken, Denis Leary, Sean Patrick Flanery","Comedy, Crime, Drama",106 min,25 Sep 1998
1805,Wild Things,6.6,A police detective uncovers a conspiracy behind a case involving a high-school guidance counselor when accusations of rape are made against him by two female students.,John McNaughton,"Kevin Bacon, Neve Campbell, Matt Dillon","Crime, Drama, Mystery",108 min,20 Mar 1998
1806,Paulie,6.5,A talking parrot named Paulie recounts his travels to look for his original owner to a Russian janitor who helps him to the end of his journey.,John Roberts,"Gena Rowlands, Tony Shalhoub, Cheech Marin","Adventure, Comedy, Drama",91 min,17 Apr 1998
1810,Primary Colors,6.7,A man joins the political campaign of a smooth-operator candidate for President of the United States of America.,Mike Nichols,"John Travolta, Emma Thompson, Kathy Bates","Comedy, Drama",143 min,20 Mar 1998
1811,"Niagara, Niagara",6.8,An outsider and a young woman plagued by Tourette's syndrome meet and together journey to Canada.,Bob Gosse,"Robin Tunney, Henry Thomas, Michael Parks","Drama, Romance",93 min,20 Mar 1998
1812,Wide Awake,5.8,A 10-year-old boy goes on a search for God after his grandfather dies.,M. Night Shyamalan,"Joseph Cross, Timothy Reifsnyder, Dana Delany","Comedy, Drama, Family",88 min,20 Mar 1998
1815,Burnt Eden,5.4,"Burnt Eden is the story of Ivan, a young man in his late twenties caught in a familiar, often deadly loop he is intelligent enough to see what is wrong with his life, yet he can't find ...",Eugene Garcia,"Romano Orzari, Marisa Malone, Ivaylo Founev, Brea Asher",N/A,81 min,N/A
1816,Two Girls and a Guy,5.5,"Two girls wait outside a young actor's door and find out he's had them both as ""only"" girlfriend the last ten months. They wait inside after breaking in. When Blake comes home he just can't stop lying but they stay.",James Toback,"Robert Downey Jr., Heather Graham, Natasha Gregson Wagner",Drama,84 min,29 Jan 1999
1817,No Looking Back,5.9,"Charlie, a mechanic, returns to his coastal hometown after having left Claudia behind 3 years ago. He's hoping to continue what they had but she's moved on and in with Michael and is working at a diner.",Edward Burns,"Lauren Holly, Edward Burns, Jon Bon Jovi","Drama, Romance",96 min,27 Mar 1998
1822,Meet the Deedles,4.1,Two surfers end up as Yellowstone park rangers and have to stop a former ranger who is out for revenge.,Steve Boyum,"Paul Walker, Steve Van Wormer, A.J. Langer","Comedy, Family, Sport",93 min,27 Mar 1998
1824,Homegrown,5.7,"Three marijuana farmhands see their boss killed, ending their peaceful existence in NW California. They decide to harvest, process and sell the crop themselves. Crime bosses, corrupt cops, killer pilot, greed etc. ensue.",Stephen Gyllenhaal,"Billy Bob Thornton, Hank Azaria, Kelly Lynch","Comedy, Crime, Drama",102 min,17 Apr 1998
1826,Barney's Great Adventure,3.2,A talking purple dinosaur leads a group of children on a hunt for a large missing egg.,Steve Gomer,"George Hearn, Shirley Douglas, Trevor Morgan","Adventure, Comedy, Drama",76 min,03 Apr 1998
1829,Chinese Box,6.2,"The story of Hong Kong, from New Year's Day to June 30th, 1997, when the British left their colony and turned it over to the People's Republic of China.",Wayne Wang,"Jeremy Irons, Gong Li, Maggie Cheung","Drama, Romance",99 min,17 Apr 1998
1831,Lost in Space,5.2,The Robinson family was going into space to fight for a chance for humanity. Now they are fighting to live long enough to find a way home.,Stephen Hopkins,"Gary Oldman, William Hurt, Matt LeBlanc","Action, Adventure, Sci-Fi",130 min,28 Jul 1998
1832,Heaven's Burning,5.7,"After a botched bank job, a gang takes hostage a Japanese girl on the run from an arranged marriage, and escapes. Their wheel man saves the girl from them and the two go on the run with cops, the gang and her psycho husband on the...",Craig Lahiff,"Russell Crowe, Yûki Kudô, Kenji Isomura","Action, Crime, Drama",99 min,03 Apr 1998
1833,Mercury Rising,6.1,Shadowy elements in the NSA target a nine-year old autistic savant for death when he is able to decipher a top secret code.,Harold Becker,"Bruce Willis, Miko Hughes, Alec Baldwin","Action, Crime, Drama",111 min,03 Apr 1998
1835,City of Angels,6.7,"An angel on Earth, a doctor unable to believe, a patient with a secret, a love story made in Heaven.",Brad Silberling,"Nicolas Cage, Meg Ryan, Andre Braugher","Drama, Fantasy, Romance",114 min,10 Apr 1998
1839,My Giant,5.0,"Billy Crystal plays a Hollywood agent who stumbles upon Max, a giant living in Romania, and tries to get him into the movies.",Michael Lehmann,"Billy Crystal, Gheorghe Muresan, Kathleen Quinlan","Comedy, Drama",103 min,10 Apr 1998
1840,He Got Game,6.9,A basketball player's father must try to convince him to go to a college so he can get a shorter sentence.,Spike Lee,"Denzel Washington, Milla Jovovich, Ray Allen","Drama, Sport",136 min,01 May 1998
1842,Illtown,5.4,"Aided by a group of teens, a man and his girlfriend run a profitable drug operation but someone is distributing bad smack in the area and the cops start a crack-down.",Nick Gomez,"Michael Rapaport, Lili Taylor, Adam Trese","Crime, Drama",103 min,16 Jan 1998
1843,Slappy and the Stinkers,5.1,A group of young troublemakers try to help a sea lion escape to the ocean.,Barnet Kellman,"BD Wong, Bronson Pinchot, Jennifer Coolidge","Comedy, Family",78 min,23 Jan 1998
1844,Live Flesh,7.3,"After leaving jail, Víctor is still in love with Elena, but she's married to the former cop -now basketball player- who became paralysed by a shot from Víctor's gun...",Pedro Almodóvar,"Liberto Rabal, Francesca Neri, Javier Bardem",Drama,103 min,16 Jan 1998
1845,Zero Effect,6.9,The world's greatest detective Daryl Zero aided by his associate Steve investigates a complex and mysterious case of blackmail and missing keys for shady tycoon Gregory Stark who is less than forthcoming about what is really happe...,Jake Kasdan,"Bill Pullman, Ben Stiller, Ryan O'Neal","Comedy, Crime, Drama",116 min,30 Jan 1998
1846,Nil by Mouth,7.3,"A rough, short-tempered patriarch of a working-class family sees his life and the relationships around him slowly unravel.",Gary Oldman,"Ray Winstone, Kathy Burke, Charlie Creed-Miles",Drama,128 min,06 Feb 1998
1847,Ratchet,4.5,"An scriptwriter heads off to Nantucket to find some inspiration for his latest, overdue, assignment. He becomes embroiled in small-town hi-jinks of murder, sex and violence, when he decides to pass off the local weirdo's script as...",John Johnson,"Tom Gilroy, Margaret Welsh, Mitchell Lichtenstein",Thriller,114 min,06 Feb 1998
1849,Prince Valiant,5.1,"The evil sorceress Morgan le Fey teams up with the Viking Sligon to should steal Arthur's sword Excalibur. The young boy Valiant, who masquerades as Sir Gawain to be near the princess Ilene, has to save the kingdom.",Anthony Hickox,"Stephen Moyer, Katherine Heigl, Thomas Kretschmann","Adventure, Fantasy, Romance",91 min,24 Jul 1997
1851,Leather Jacket Love Story,6.3,"Kyle is 18, an aspiring poet hoping to find inspiration by moving to the arty Silver Lake neighborhood of LA, and maybe love too. On day one, he finds a funky coffee shop, where he hopes to do some writing, but instead meets an ol...",David DeCoteau,"Sean Tataryn, Christopher Bradley, Geoff Moody","Comedy, Drama, Romance",85 min,20 Feb 1998
1854,Kissing a Fool,5.5,Writer Jay and womanizing sportscaster Max have been friends since birth. Jay introduces his editor Samantha to Max and they hit it off. Max wants Jay to try to seduce Sam to test her before their wedding.,Doug Ellin,"David Schwimmer, Jason Lee, Mili Avital","Comedy, Romance",93 min,27 Feb 1998
1855,Krippendorf's Tribe,5.1,An anthropologist creates a fictitious lost New Guinea tribe using his family members to cover-up for his misuse of grant monies.,Todd Holland,"Richard Dreyfuss, Jenna Elfman, Natasha Lyonne","Action, Adventure, Comedy",94 min,27 Feb 1998
1856,Kurt & Courtney,6.1,A documentary on the life of Kurt Cobain and his relationship with Courtney Love.,Nick Broomfield,"Courtney Love, Nick Broomfield, Kurt Cobain","Documentary, Biography, Crime",95 min,27 Feb 1998
1858,Mr. Nice Guy,6.2,"A Chinese chef accidentally gets involved with a news reporter who filmed a drug bust that went awry, and is now being chased by gangs who are trying to get the video tape.",Sammo Kam-Bo Hung,"Jackie Chan, Richard Norton, Miki Lee","Action, Adventure, Comedy",88 min,20 Mar 1998
1859,Taste of Cherry,7.7,An Iranian man drives his car in search of someone who will quietly bury him under a cherry tree after he commits suicide.,Abbas Kiarostami,"Homayoun Ershadi, Abdolhosein Bagheri, Afshin Khorshid Bakhtiari",Drama,95 min,26 Nov 1997
1861,Junk Mail,6.7,A lazy postman puts his nose where it doesn't belong.,Pål Sletaune,"Robert Skjærstad, Andrine Sæther, Per Egil Aske","Comedy, Thriller",83 min,10 Apr 1998
1862,Species II,4.5,"An astronaut gets infected with alien DNA during the first mission on Mars and runs amok on earth. Preston and Laura team up with a peaceful, genetically re-engineered Sil to track the monster down.",Peter Medak,"Natasha Henstridge, Michael Madsen, Marg Helgenberger","Action, Horror, Sci-Fi",93 min,10 Apr 1998
1863,Major League: Back to the Minors,4.7,"A lousy minor league baseball team full of many different personalities gets a new manager, an aging minor league pitcher.",John Warren,"Scott Bakula, Corbin Bernsen, Dennis Haysbert","Comedy, Sport",100 min,17 Apr 1998
1864,Sour Grapes,5.8,Evan and Ritchie see their friendship go sour after one wins a slots jackpot with two quarters bummed from the other.,Larry David,"Steven Weber, Craig Bierko, Jack Burns",Comedy,91 min,17 Apr 1998
1867,Tarzan and the Lost City,4.0,Tarzan returns to his homeland of Africa to save his home from destruction.,Carl Schenkel,"Casper Van Dien, Jane March, Steven Waddington","Action, Adventure, Family",83 min,24 Apr 1998
1869,Black Dog,5.5,"A weapons loaded truck is shadowed by FBI and ATF. It explodes and kills the driver. Jack, just out of prison, is pressured into driving another truck from Atlanta to NJ. Things get rough when hijacking attempts are made.",Kevin Hooks,"Patrick Swayze, Randy Travis, Meat Loaf","Action, Crime, Drama",89 min,01 May 1998
1870,"Dancer, Texas Pop. 81",6.7,"Four high school friends that grew up together in a tiny Texas town, plan to leave for the big city the day after graduation. Over a week's time, their backstory and present day realities collide to determine how their plans play ...",Tim McCanlies,"Breckin Meyer, Peter Facinelli, Eddie Mills","Comedy, Drama, Family",97 min,01 May 1998
1872,Go Now,7.1,"Nick, is a young Scottish soccer player living in the big city. He meets Karen, and the two fall in love and move in together. Soon after, Nick exhibits signs of serious illness. As his body slowly succumbs to multiple sclerosis, ...",Michael Winterbottom,"Robert Carlyle, Juliet Aubrey, James Nesbitt","Drama, Romance, Sport",81 min,01 May 1998
1874,Still Breathing,6.4,"When artist and street performer Fletcher (Brendan Fraser) thinks con-artist Roz (Joanna Going) is the woman he has seen in a vision, he has no idea she sees him as her next victim.",James F. Robinson,"Brendan Fraser, Joanna Going, Lou Rawls","Comedy, Drama, Fantasy",109 min,01 May 1998
1875,Clockwatchers,6.6,"The relationship between four female temps all working for the same credit company is threatened with the arrival of a new hire, who lands a permanent position one of the women was vying for.",Jill Sprecher,"Toni Collette, Parker Posey, Lisa Kudrow","Comedy, Drama",96 min,15 May 1998
1876,Deep Impact,6.3,"A comet is discovered to be on a collision course with Earth. As doomsday nears, the human race prepares for the worst.",Mimi Leder,"Robert Duvall, Téa Leoni, Elijah Wood","Action, Drama, Sci-Fi",120 min,08 May 1998
1877,Little Men,6.3,"Based on the classic novel by Louisa May Alcott. When two homeless boys from Boston find themselves at Plumfield, a rural boarding school run by Jo and her husband, the boys learn both academic and life lessons they won't ever for...",Rodney Gibbons,"Kathleen Fee, Michael Caloz, Mariel Hemingway",Drama,98 min,08 May 1998
1878,Woo,4.2,Gorgeous and extravert Woo meets insecure and straight-laced law clerk Tim at a blind date.,Daisy von Scherler Mayer,"Jada Pinkett Smith, Tommy Davidson, Duane Martin","Comedy, Romance",84 min,08 May 1998
1880,Lawn Dogs,7.4,"When Devon, a 10-year-old girl, forges a friendship with Trent, a 21-year-old outsider who mows the neighborhood lawns, things suddenly get very complicated and private.",John Duigan,"Sam Rockwell, Kathleen Quinlan, Mischa Barton",Drama,101 min,15 May 1998
1881,Quest for Camelot,6.3,"An adventurous girl, a young blind hermit, and a goofy two-headed dragon race to find the lost sword Excalibur to save King Arthur and Camelot from disaster.",Frederik Du Chau,"Jessalyn Gilsig, Cary Elwes, Andrea Corr","Animation, Adventure, Comedy",86 min,15 May 1998
1882,Godzilla,5.5,French nuclear tests irradiate an iguana into a giant monster that heads off to New York City. The American military must chase the monster across the city to stop it before it reproduces.,Roland Emmerich,"Matthew Broderick, Jean Reno, Maria Pitillo","Action, Sci-Fi, Thriller",139 min,20 May 1998
1883,Bulworth,6.8,A suicidally disillusioned liberal politician puts a contract out on himself and takes the opportunity to be bluntly honest with his voters by affecting the rhythms and speech of hip-hop music and culture.,Warren Beatty,"Warren Beatty, Halle Berry, Kimberly Deauna Adams","Comedy, Drama, Romance",108 min,22 May 1998
1884,Fear and Loathing in Las Vegas,7.5,An oddball journalist and his psychopathic lawyer travel to Las Vegas for a series of psychedelic escapades.,Terry Gilliam,"Johnny Depp, Benicio Del Toro, Tobey Maguire","Adventure, Comedy, Drama",118 min,22 May 1998
1886,I Got the Hook Up,4.1,"Two small-time scam artists, Black and Blue, sell boomboxes and broken TVs from their van in a parking lot. When a shipment of cellular phones comes to them by mistake, they soon find themselves targeted by the FBI and gangsters.",Michael Martin,"Master P, Anthony Johnson, Gretchen Palmer","Comedy, Crime",93 min,27 May 1998
1887,Almost Heroes,5.8,Two bumbling explorers hope to beat Lewis &amp; Clarke to the Pacific Ocean as they race across America's western frontier in the early 1800's.,Christopher Guest,"Chris Farley, Matthew Perry, Bokeem Woodbine","Adventure, Comedy, Western",90 min,29 May 1998
1888,Hope Floats,6.0,"Birdee Calvert must choose between her morals and her heart after her husband divorces her and a charming young man, who her daughter disapproves of, comes back into her life.",Forest Whitaker,"Sandra Bullock, Harry Connick Jr., Gena Rowlands","Drama, Romance",114 min,29 May 1998
1889,Insomnia,7.2,"In a Norwegian city with a 24-hour daylight cycle a Swedish murder investigator has been brought in on a special case. Sleep deprived, he makes a horrible mistake which is discovered by the killer he has been hunting.",Erik Skjoldbjærg,"Stellan Skarsgård, Sverre Anker Ousdal, Maria Mathiesen","Crime, Mystery, Thriller",96 min,29 May 1998
1890,Little Boy Blue,6.3,"19 y.o. Jimmy' s dad is a vicious, impotent Vietnam vet, who forces his wife and son to have incest. He has a secret he'll kill to keep. Jimmy won't abandon his two kid brothers by leaving.",Antonio Tibaldi,"Ryan Phillippe, Nastassja Kinski, John Savage",Drama,105 min,01 Aug 1998
1893,Beyond Silence,7.4,Since the earliest days in her childhood Lara has had a difficult but important task. Both her parents are deaf-mute and Lara has to translate from sign-language to the spoken word and vice versa when her parents want to communica...,Caroline Link,"Sylvie Testud, Tatjana Trieb, Howie Seago","Drama, Music",109 min,05 Jun 1998
1894,Six Days Seven Nights,5.9,"Robin Monroe, a New York magazine editor, and the gruff pilot Quinn Harris must put aside their mutual dislike if they are to survive after crash landing on a deserted South Seas island.",Ivan Reitman,"Harrison Ford, Anne Heche, David Schwimmer","Action, Adventure, Comedy",102 min,12 Jun 1998
1895,Can't Hardly Wait,6.5,"A complete graduating class, consisting of beautiful girls, geeks and promising footballers, assemble at a rich classmate's residence for a party. Interesting developments follow at the get-together.","Harry Elfont, Deborah Kaplan","Jennifer Love Hewitt, Ethan Embry, Charlie Korsmo","Comedy, Romance",100 min,12 Jun 1998
1896,Cousin Bette,6.2,"When her sister dies in 1846, Bette moves from the château to Paris to work as a theater seamstress. She helps a handsome, starving artist. When her niece lures him away from her, she plans a devious revenge.",Des McAnuff,"Jessica Lange, Elisabeth Shue, Bob Hoskins","Comedy, Drama, Romance",108 min,12 Jun 1998
1897,High Art,6.6,A young female intern at a small magazine company and a drug-addicted lesbian photographer slowly fall in love while exploiting each other to advance their respective careers.,Lisa Cholodenko,"Radha Mitchell, Ally Sheedy, Patricia Clarkson","Drama, Romance",101 min,12 Jun 1998
1901,Dear Jesse,7.0,"Can you go home again? What if you're a gay man and home is a state where voters keep electing a homophobe to the US Senate? In 1996, native son Tim Kirkman returns to North Carolina to explore the parallels and differences betwee...",Tim Kirkman,"Nathan A. Barbour, Karen Brown, Patsy Clarke",Documentary,82 min,09 Sep 1997
1902,Dream for an Insomniac,5.9,"Girl leads a lonely life until she meets the boy of her dreams. The boy, however, has a live-in girlfriend.",Tiffanie DeBartolo,"Ione Skye, Jennifer Aniston, Mackenzie Astin","Romance, Comedy, Drama",90 min,18 Apr 1996
1903,Woody Adjacent - Christopher Scott Cherot - Hav Plenty (1997),N/A,N/A,N/A,N/A,N/A,N/A,27 Sep 2022
1904,Henry Fool,7.1,"An introverted garbageman writes his thoughts in a notebook after Henry Fool, writer and ex-con, rents the basement and gives him a notebook and the idea. He writes poetry and Henry helps him along.",Hal Hartley,"Thomas Jay Ryan, James Urbaniak, Parker Posey","Comedy, Drama",137 min,19 Jun 1998
1905,Marie Baie des Anges,5.9,"A random montage of disturbing images tell a story about one summer in the lives of two teenagers who somehow find love within each other, Orso and Marie. After they realize this, they run off to a hidden island off the coast of F...",Manuel Pradal,"Vahina Giocante, Frédéric Malgras, Nicolas Welbers","Drama, Romance",90 min,19 Jun 1998
1906,Mr. Jealousy,6.3,"A writer becomes obsessed with his girlfriend's former boyfriend, now a very successful novelist. To discover if the ex-boyfriend still has feeling for his old love, the writer joins the novelist's group therapy meetings.",Noah Baumbach,"Eric Stoltz, Annabella Sciorra, Chris Eigeman","Comedy, Romance",103 min,05 Jun 1998
1907,Mulan,7.7,"To save her father from death in the army, a young maiden secretly goes in his place and becomes one of China's greatest heroines in the process.","Tony Bancroft, Barry Cook","Ming-Na Wen, Eddie Murphy, BD Wong","Animation, Adventure, Comedy",87 min,19 Jun 1998
1908,Resurrection Man,5.3,"Belfast, in 1970s. Victor Kelly is a young protestant man who hates the Catholics so much that one night he begins to brutally murder them. A reporter soon tries to uncover the murder and obtained prestige for himself, while Victo...",Marc Evans,"David Williamson, Stuart Townsend, Brenda Fricker","Crime, Drama, Thriller",102 min,13 Feb 1998
1910,I Went Down,6.8,"Irish action comedy. An ex-con is forced into taking on a new task by a ruthless crime-boss, but finds he is hindered by the partner he has been teamed up with. However, he soon realizes they must work together if they are to surv...",Paddy Breathnach,"Brendan Gleeson, Peter McDonald, Antoine Byrne","Action, Comedy, Crime",107 min,24 Jun 1998
1911,Doctor Dolittle,5.4,A doctor discovers that he can communicate with animals.,Betty Thomas,"Eddie Murphy, Peter Boyle, Ossie Davis","Comedy, Family, Fantasy",85 min,26 Jun 1998
1912,Out of Sight,7.0,"A career bank robber breaks out of jail, and shares a moment of mutual attraction with a U.S. Marshal he has kidnapped.",Steven Soderbergh,"George Clooney, Jennifer Lopez, Ving Rhames","Comedy, Crime, Drama",123 min,26 Jun 1998
1913,Picnic at Hanging Rock,7.4,"During a rural summer picnic, a few students and a teacher from an Australian girls' school vanish without a trace. Their absence frustrates and haunts the people left behind.",Peter Weir,"Rachel Roberts, Anne-Louise Lambert, Vivean Gray","Drama, Mystery",115 min,02 Feb 1979
1914,Smoke Signals,7.2,"Arnold rescued Thomas from a fire when he was a child. Thomas thinks of Arnold as a hero, while Arnold's son Victor resents his father's alcoholism, violence and abandonment of his family.",Chris Eyre,"Adam Beach, Evan Adams, Irene Bedard","Comedy, Drama",89 min,27 Nov 1998
1915,Voyage to the Beginning of the World,6.9,"Manoel is an aging film director who travels with his film crew through Portugal in search of the origins of Afonso, a famous French actor whose father emigrated from Portugal to France. In the process, he remembers his own youth.",Manoel de Oliveira,"Marcello Mastroianni, Jean-Yves Gautier, Leonor Silveira","Biography, Drama",91 min,26 Jun 1998
1916,Buffalo '66,7.4,"After being released from prison, Billy is set to visit his parents with his wife, whom he does not actually have. This provokes Billy to act out, as he kidnaps a girl and forces her to act as his wife for the visit.",Vincent Gallo,"Vincent Gallo, Christina Ricci, Ben Gazzara","Comedy, Drama, Romance",110 min,26 Jun 1998
1917,Armageddon,6.7,"After discovering that an asteroid the size of Texas will impact Earth in less than a month, NASA recruits a misfit team of deep-core drillers to save the planet.",Michael Bay,"Bruce Willis, Billy Bob Thornton, Ben Affleck","Action, Adventure, Sci-Fi",151 min,01 Jul 1998
1918,Lethal Weapon 4,6.6,"With personal crises and age weighing in on them, LAPD officers Riggs and Murtaugh must contend with deadly Chinese triads that are trying to free their former leaders out of prison and onto American soil.",Richard Donner,"Mel Gibson, Danny Glover, Joe Pesci","Action, Crime, Thriller",127 min,10 Jul 1998
1919,Madeline,6.0,"Horrified at the prospect of her beloved school being sold, a young French girl uses her wit and craftiness to attempt to save it, making an unlikely new friend in the process.",Daisy von Scherler Mayer,"Frances McDormand, Nigel Hawthorne, Hatty Jones","Comedy, Family",88 min,10 Jul 1998
1920,Small Soldiers,6.3,"When missile technology is used to enhance toy action figures, the toys soon begin to take their battle programming too seriously.",Joe Dante,"Kirsten Dunst, Gregory Smith, David Cross","Action, Adventure, Comedy",110 min,10 Jul 1998
1921,Pi,7.3,A paranoid mathematician searches for a key number that will unlock the universal patterns found in nature.,Darren Aronofsky,"Sean Gullette, Mark Margolis, Ben Shenkman","Drama, Horror, Mystery",84 min,10 Jul 1998
1922,Whatever,6.4,"A teen faces her impending adulthood in the carefree sex and drug revolution years of the early 80's prior to fears of AIDS. She lives with her bitter, divorced mother and her sadistic kid brother. Looking forward to a life based ...",Susan Skoog,"Liza Weil, Chad Morgan, Frederic Forrest",Drama,112 min,10 Jul 1998
1923,There's Something About Mary,7.1,"A man gets a chance to meet up with his dream girl from high school, even though his date with her back then was a complete disaster.","Bobby Farrelly, Peter Farrelly","Cameron Diaz, Matt Dillon, Ben Stiller","Comedy, Romance",119 min,15 Jul 1998
1925,Wings,7.5,"Two young men, one rich, one middle class, who are in love with the same woman, become fighter pilots in World War I.","William A. Wellman, Harry d'Abbadie d'Arrast","Clara Bow, Charles 'Buddy' Rogers, Richard Arlen","Drama, Romance, War",144 min,05 Jan 1929
1927,All Quiet on the Western Front,8.1,"A German youth eagerly enters World War I, but his enthusiasm wanes as he gets a firsthand view of the horror.",Lewis Milestone,"Lew Ayres, Louis Wolheim, John Wray","Drama, War",152 min,24 Aug 1930
1928,Cimarron,5.8,A newspaper editor settles in an Oklahoma boom town with his reluctant wife at the end of the nineteenth century.,Wesley Ruggles,"Richard Dix, Irene Dunne, Estelle Taylor","Drama, Western",123 min,09 Feb 1931
1929,Grand Hotel,7.3,A group of very different individuals staying at a luxurious hotel in Berlin deal with each of their respective dramas.,Edmund Goulding,"Greta Garbo, John Barrymore, Joan Crawford","Drama, Romance",112 min,11 Sep 1932
1930,Cavalcade,5.8,"A portrayal of the triumphs and tragedies of two English families, the upper-crust Marryots and the working-class Bridgeses, from 1899 to 1933.",Frank Lloyd,"Diana Wynyard, Clive Brook, Una O'Connor","Drama, Romance, War",112 min,15 Apr 1933
1931,Mutiny on the Bounty,7.6,"First mate Fletcher Christian leads a revolt against his sadistic commander, Captain Bligh, in this classic seafaring adventure, based on the real-life 1789 mutiny.",Frank Lloyd,"Charles Laughton, Clark Gable, Franchot Tone","Adventure, Biography, Drama",132 min,12 Jan 1936
1934,You Can't Take It with You,7.8,The son of a snobbish Wall Street banker becomes engaged to a woman from a good-natured but decidedly eccentric family not realizing that his father is trying to force her family from their home for a real estate development.,Frank Capra,"Jean Arthur, James Stewart, Lionel Barrymore","Comedy, Drama, Romance",126 min,29 Sep 1938
1935,How Green Was My Valley,7.7,"At the turn of the century in a Welsh mining village, the Morgans, he stern, she gentle, raise coal-mining sons and hope their youngest will find a better life.",John Ford,"Walter Pidgeon, Maureen O'Hara, Anna Lee","Drama, Family",118 min,29 Jan 1942
1936,Mrs. Miniver,7.6,A British family struggles to survive the first months of World War II.,William Wyler,"Greer Garson, Walter Pidgeon, Teresa Wright","Drama, Romance, War",134 min,29 Jul 1942
1937,Going My Way,7.0,"When young Father O'Malley arrives at St. Dominic's, old Father Fitzgibbon doesn't think much of his new assistant.",Leo McCarey,"Bing Crosby, Barry Fitzgerald, Frank McHugh","Comedy, Drama, Music",126 min,02 Oct 1944
1940,Gentleman's Agreement,7.2,"A reporter pretends to be Jewish in order to cover a story on anti-Semitism, and personally discovers the true depths of bigotry and hatred.",Elia Kazan,"Gregory Peck, Dorothy McGuire, John Garfield","Drama, Romance",118 min,01 Mar 1948
1942,All the King's Men,7.4,The rise and fall of a corrupt politician who makes his friends richer and retains power by dint of a populist appeal.,Robert Rossen,"Broderick Crawford, John Ireland, Joanne Dru","Drama, Film-Noir",110 min,01 Jan 1950
1944,From Here to Eternity,7.6,"At a U.S. Army base in 1941 Hawaii, a pugilistic private is cruelly punished for refusing to join his unit's boxing team. Meanwhile, his commanding officer's wife and top NCO are indulging in a torrid love affair.",Fred Zinnemann,"Burt Lancaster, Montgomery Clift, Deborah Kerr","Drama, Romance, War",118 min,28 Aug 1953
1945,On the Waterfront,8.1,"An ex-prize fighter turned New Jersey longshoreman struggles to stand up to his corrupt union bosses, including his older brother, as he starts to connect with the grieving sister of one of the syndicate's victims.",Elia Kazan,"Marlon Brando, Karl Malden, Lee J. Cobb","Crime, Drama, Thriller",108 min,22 Jun 1954
1946,Marty,7.7,A middle-aged butcher and a school teacher who have given up on the idea of love meet at a dance and fall for each other.,Delbert Mann,"Ernest Borgnine, Betsy Blair, Esther Minciotti","Drama, Romance",90 min,10 Jun 1955
1947,West Side Story,7.6,"Two youngsters from rival New York City gangs fall in love, but tensions between their respective friends build toward tragedy.","Jerome Robbins, Robert Wise","Natalie Wood, George Chakiris, Richard Beymer","Crime, Drama, Musical",153 min,23 Dec 1961
1948,Tom Jones,6.4,The romantic and chivalrous adventures of adopted bastard Tom Jones in 18th-century England.,Tony Richardson,"Albert Finney, Susannah York, George Devine","Adventure, Comedy, History",129 min,27 Jun 1963
1950,In the Heat of the Night,7.9,"A black Philadelphia police detective is mistakenly suspected of a local murder while passing through a racially hostile Mississippi town, and after being cleared is reluctantly asked by the police chief to investigate the case.",Norman Jewison,"Sidney Poitier, Rod Steiger, Warren Oates","Drama, Mystery, Thriller",110 min,02 Aug 1967
1951,Oliver!,7.4,"After being sold to the mortician Sowerberry, young orphan Oliver Twist runs away and meets a group of boys trained to be pickpockets by their elderly mentor Fagin in 1830s London in this musical based on Charles Dickens' Oliver T...",Carol Reed,"Mark Lester, Ron Moody, Shani Wallis","Drama, Family, Musical",153 min,27 Sep 1968
1952,Midnight Cowboy,7.8,"A naive hustler travels from Texas to New York City to seek personal fortune, finding a new friend in the process.",John Schlesinger,"Dustin Hoffman, Jon Voight, Sylvia Miles",Drama,113 min,25 May 1969
1954,Rocky,8.1,A small-time Philadelphia boxer gets a supremely rare chance to fight the world heavyweight champion in a bout in which he strives to go the distance for his self-respect.,John G. Avildsen,"Sylvester Stallone, Talia Shire, Burt Young","Drama, Sport",120 min,03 Dec 1976
1956,Ordinary People,7.7,"The accidental death of the older son of an affluent family deeply strains the relationships among the bitter mother, the good-natured father and the guilt-ridden younger son.",Robert Redford,"Donald Sutherland, Mary Tyler Moore, Judd Hirsch",Drama,124 min,19 Sep 1980
1957,Chariots of Fire,7.1,"Two British track athletes, one a determined Jew and the other a devout Christian, are driven to win in the 1924 Olympics as they wrestle with issues of pride and conscience.",Hugh Hudson,"Ben Cross, Ian Charleson, Nicholas Farrell","Biography, Drama, Sport",125 min,09 Apr 1982
1958,Terms of Endearment,7.4,Widow Aurora Greenway juggles her own struggles with a new romantic interest while trying to sort out the emotional problems of her daughter who's married to a philandering husband.,James L. Brooks,"Shirley MacLaine, Debra Winger, Jack Nicholson","Comedy, Drama",132 min,09 Dec 1983
1959,Out of Africa,7.1,"In 20th-century colonial Kenya, a Danish baroness/plantation owner has a passionate love affair with a free-spirited big-game hunter.",Sydney Pollack,"Meryl Streep, Robert Redford, Klaus Maria Brandauer","Biography, Drama, Romance",161 min,20 Dec 1985
